product_name,price,number_available_in_stock,number_of_reviews,number_of_answered_questions,average_review_rating,amazon_category_and_sub_category,description,description length,category
Ladies Fancy Dress Naughty Nun sexy medium (12/14),20.99,2,1,1,4.0,Fancy Dress > Costumes > Adults,"Size Name:Medium/Large Naughty Nun sexy fancy Dress This is a very sexy, sultry costume Nun's outfit in Black with long sleeves, wide hanging cuffs High Collar neckline with wide white insert Matching black and silver tie detail on each side with silky black ribbon laces Matching Nun's full sized Headress also included Sized to fit ladies UK Dress size 12/14 - Bust 38"", waist 38"", Hips 40"", length from shoulder to hem is 30"" Made from 100% polyester mix, contains lycra",473,Fancy Dress 
Arrow Through Head. Adult Size (General Jokes) - Unisex - One Size,2.88,6,8,1,4.5,Fancy Dress > Costumes > Adults,Arrow Through Head. Adult Size costume Fancy Dress,50,Fancy Dress 
Miss Behave Large Fairy Wings - Black Fancy Dress Wings for all Themes of Costumes & Outfits Accessory,4.59,8,11,1,4.5,Fancy Dress > Costumes > Adults,Fairy Wings Black with Silver Ideal Hen Party Fancy Dress,57,Fancy Dress 
Christy's Adults Skeleton Catsuit Costume (Size 10-12),16.4,5,1,1,4.0,Fancy Dress > Costumes > Adults,"Product Description Our Sexy Skeleton Catsuit Costume comes with stylised white bone print on a satin-like black sleeveless jump suit with a long zip on the front and trousers legs that taper slightly toward the ankles. Matching black and neon arm cuffs complete this sexy costume, for your more daring customers. Box Contains Adult Sexy Skeleton Catsuit Costume includes;Catsuit;Arm cuffs",389,Fancy Dress 
"Smiffy's WW1 Nurse Costume with Mock Apron and Head Piece - Blue, Small",9.96,22,23,1,4.4,Fancy Dress > Costumes > Adults,"Size Name:Small Product Description Little girls will enjoy administering some first aid in this WW1 Nurse costume. The blue dress is complete with a mock apron and headpiece, simply accessorise with a stethoscope and pumps. Outfit for girls. Apt for book week. Box Contains 1 x DRESS1 x HEADPIECE",297,Fancy Dress 
Zombie Pirate - Adult Costume Lady: XS (UK: 6-8),11.99,3,1,1,5.0,Fancy Dress > Costumes > Adults,"The Zombie Pirate ladies costume Includes a dress with spattered blood, bandana and eyepiece Cutlass NOT included Keep away from fire Sponge clean only X-Small;UK 6-8, Euro 34-36: Bust 80-82cm, Waist 63-65cm, Hips 88-90cm Small;UK 10-12, Euro 38-40: Bust 86-91cm, Waist 69-74cm, Hips 94-99cm Medium;UK 14-16, Euro 42-44: Bust 96-101cm, Waist 79-84cm, Hips104-109cm Large;UK 18-20, Euro 46-48: Bust 106-112cm, Waist 89-95cm, Hips 114-120cm X-Large;UK 22-24, Euro 50-52: Bust 118-124cm, Waist 101-107cm, Hips 126-132cm",516,Fancy Dress 
Diamant Style Chests The Tag Factory,15.01,7,1,1,5.0,Fancy Dress > Costumes > Adults,AMAV-The Tag Factory Kit. Everything you need to design your own fashion tags. This package contains 5 tags chains key rings tattoo sheets acrylic paints gemstones varnish paint brush glitter powder and instructions. Recommended for ages 6 and up. Conforms to ASTM D4236. Warning: Choking Hazard: Small parts and sharp points. Not for children under 3 years.,358,Fancy Dress 
"Mens Hippie Man Costume Double Extra Large UK 48/50"" for 60s 70s Hippy Fancy Dress",38.21,3,2,1,4.0,Fancy Dress > Costumes > Adults,Mens Hippie Man Costume,23,Fancy Dress 
Rubies Costumes 138625 Supergirl Deluxe Adult Costume - Red - Small,29.98,5,1,1,5.0,Fancy Dress > Costumes > Adults,"This stunning Supergirl costume includes a one-piece dress with a blue top and a metallic red skirt. Gold trim around the neckline and sleeves show the attention to detail on this design. The official Supergirl logo embellishment, gold belt, and attacheDimensions: (inches) Length: 16Width: 12Height: 2Care: Hand wash, line dryColor: Red",337,Fancy Dress 
Smiffy's Madame Voyage Dress - Small,13.95,19,1,1,4.0,Fancy Dress > Accessories > Capes & Wings,Size Name:SMALL Product Description Bring horror to the ship with the Madame Voyage Dress. Included is a dress and eye patch. Outfit for ladies. Adult costume. Apt for Halloween. Box Contains 1 x dress,201,Fancy Dress 
DISNEY ~ Captain Hook - Kids Costume 7 - 8 years,16.98,17,32,1,4.3,Characters & Brands > Disney > Toys,Size Name:Large - 7/8 Years - 128cm Not suitable for children under 3 years Keep away from fire Sponge clean only,113,Characters & Brands 
Lady Bug Toddler Costume,4.82,15,4,1,4.0,Fancy Dress > Costumes > Adults,"Jumpsuit, Wings, Headpiece",26,Fancy Dress 
Girls 4-12 Black Chess Medieval Tudor Princess Queen Fancy Dress Costume 4-12 y LARGE,14.99,2,1,1,5.0,Fancy Dress > Costumes > Adults,"Size Name:LARGE 10-12 Years Girls Black & White Chess Queen Fancy Dress Costume Black Velour Long Dress Satin Black & White Dress Panels & Sleeves Long Hanging Sleeves Silver Fabric Crown Black Sparkly Mesh Veil Approximate Size: Medium: 7-9 years Height 122-134cm Small: 4-6 years Height: 110-122cm Large: 10-12 years Height: 134-146cm All children are different, if you child is bigger or smaller than average please take that into consideration when purchasing UK Postage included. Same day posting if ordered before 13:00 (weekday only) Standard delivery 2-3 days Expedited delivery 1-2 Days",595,Fancy Dress 
Christys Dress Up King Cape and Crown Costume,11.35,20,6,1,4.2,Fancy Dress > Costumes > Adults,"Product Description King Cape with velcro opening at neck, trim detailing and foil crown with jewel detailing Box Contains 1 x Cape & Crown",139,Fancy Dress 
D/UP ADULT PIRATE CARIBBEAN LADY,10.75,6,3,1,5.0,Fancy Dress > Costumes > Adults,pretty pirate lady costume. Comes complete as seen. In stock so no issues on delivery.,86,Fancy Dress 
Rubie's Mermaid Fancy Dress (Standard),57.98,2,1,1,5.0,Fancy Dress > Costumes > Adults,"Product Description Women's mermaid fancy dress costume. Blue/white and gold colour. Includes headpiece, dress and glovdlet. Female adult, standard size. Box Contains 1x Headpiece1x Dress1x Glovdlet",198,Fancy Dress 
Silver Dog Tag Necklace for Soldier Army Veteran Fancy Dress Accessory,1.3,40,95,1,4.6,Fancy Dress > Costumes > Adults,Silver Dog Tag Necklace for Soldier Army Veteran Fancy Dress Accessory. These Dog tags will make an excellent accessory to any forces fancy dress costume worn. Add some camouflage style makeup for full effect. Silver dog tag necklace Adult item,244,Fancy Dress 
"Deluxe Spiderman Classic - Adult Costume Size Standard (Chest 38-42"")",35.98,7,1,1,5.0,Fancy Dress > Costumes > Adults,"Adult Man Sizes; Standard (Chest 38-42""); X-Large (Chest 42-46"") The Deluxe Spiderman Classic costume Includes a printed jumpsuit with padded chest, arms and a snood headpiece Officially Licensed MarvelTM costume Keep away from fire Sponge clean only",250,Fancy Dress 
Morticia (The Addams Family) - Licensed Adult Costume Lady : MEDIUM,38.98,9,2,1,5.0,Fancy Dress > Costumes > Adults,Size Name:Women: 10-12 Approx Adult Sizes: Small (UK 12-14); Medium (UK 14-16); Large (UK 18-20) The adult Morticia costume includes a dress only Morticia wig NOT included but sold separately Officially licensed Addams Family character costume The sizing on the packaging is US sizing which differs from UK sizing. UK sizing is approximate. Generous sizing Ideal for any Halloween themed adult fancy dress Keep away from fire,425,Fancy Dress 
Clown Shoe Covers Adult Yellow/Red,8.81,15,29,2,4.3,Fancy Dress > Costumes > Adults,Clown Shoe Covers. Adult Only,29,Fancy Dress 
Large Inflatable Kangaroo Australia Day Australian Fancy Dress Accessory,3.92,3,3,2,4.7,Fancy Dress > Costumes > Adults,"We stock a huge range of fancy dress items in our Amazon store. All items are good quality and at very competitive prices.All prices include VAT & Delivery, but if you need delivery quicker please be sure to upgrade to the express service.",239,Fancy Dress 
New Michael Jackson Aviator Style Fancy Dress Glasses,1.49,6,8,2,4.9,Fancy Dress > Costumes > Adults,"Be the envy of your friends with these fantastic aviator Michael Jackson style glasses. A great addition to your fancy dress costumes. Perfect for hen nights, stag nights, theme nights and parties.",197,Fancy Dress 
New Women's Lovely French Lolita Maid Cosplay Costumes Halloween Dress Black Pink (black),24.99,2,3,2,5.0,Fancy Dress > Costumes > Adults,"Colour Name:black Condition:100% Brand New in Sealed Bag Smooth and Soft Feeling, Sexy Sheer & Sexy Temptation Materials: Watertight peach fabrics+ stretchy cotton blend(Good touch feeling, feels very smooth and breathable) Color: As shown in picture Fabric : Cotton Size :One Size M M: Chest =85 cm ,Wait =76 cm,about UK size 8-10 1 inch = 2.5 cm",347,Fancy Dress 
Iron ManTM - Adult 2nd Skin Costume Men : MEDIUM,20.0,14,35,2,4.1,Fancy Dress > Costumes > Adults,"Size Name:M Adult Sizes: Medium; Large; XLarge Medium fits under 5'4""tall, Large fits between 5'4""-5'10"" tall, XLarge fits 5'10""-6'3"" tall The adult Iron ManTM is an all in one full body stretch (2nd Skin) printed jumpsuit Officially licensed Iron ManTM and AvengersTM costume Ideal superheroes or TV & Film theme costume Keep away from fire Sponge clean only",359,Fancy Dress 
Childrens Roman Emperor fancy Dress Costume- Medium,6.54,20,38,2,4.5,,Size Name:M Sizes 3-4 years; 5-7 years 8-10 years The Roman Emperor costume has a toga with shawl and headpiece. Belt NOT included. Measurements : Small 110-122cm; Medium 122-134cm; Large 134-146cm. Ideal for Historical dressing up. Keep away from fire. Sponge clean only.,272,
Ostrich inflatable costume,24.97,2,15,2,4.1,Fancy Dress > Costumes > Adults,Make a real impression at your fancy dress party with this novel inflatable ostrich costume. The battery operated fan inflates the costume and keeps it inflated for a full night of fun.,185,Fancy Dress 
Fancy Dress Moustache Tash Tache 118 Black,1.34,13,5,2,4.0,Fancy Dress > Costumes > Adults,Got your number! A fun 118 tache for those famous adverts. Team with running gear & a mullet wig for a great fancy dress outfit.,128,Fancy Dress 
Irish Leprechaun Childs Fancy Dress Costume - S 122cms,10.99,3,1,2,5.0,Fancy Dress > Costumes > Adults,"Great quality and value Irish Leprechaun St Patricks Day childs fancy dress costume comprising the following: 1. Green and white dress. The dress is elasticated at the top, which is velvet. The bottom is satin with an attached white net underskirt. The dress also has a yellow ribbon fastening down the front. 2. White satin apron with yellow four leaf clover printed on it. 3. Hat, which is green satin with a four leaf clover printed on. Size - Small (Childs Height 110-122cms/43-48""). *Please Note - Shoes and tights NOT included. Machine or hand wash. Not suitable for children under 3 years of age. See our other store items for more sizes.",645,Fancy Dress 
"Smiffy's Union Jack Suit with Jacket, Trousers and Tie - Medium",36.89,18,2,2,4.0,,"Size Name:Medium Product Description This union jack suit comes with jacket, trousers and tie. Suitable for men. Transform your look. Available on the website. Box Contains 1 x JACKET1 x TROUSERS1 x TIE",202,
Boland Neon Flourescent Necklace Rave Fancy Dress Costume Outfit Party Accessory Add-on Popband Festival,5.28,2,1,2,5.0,Fancy Dress > Costumes > Adults,Dance the night away and don't forget your Rave accessories! Grab some of our bead necklaces to spruce up your Neon outfit. Ideal for Hen do's and parties these beads are a must have addition to brighten up any costume.,219,Fancy Dress 
Plush Shrek Ears Fancy Dress,2.99,3,33,2,4.3,Fancy Dress > Costumes > Adults,B000UXUSD6,10,Fancy Dress 
Cat Hat Childs Book Week Fancy Dress Costume - M- 124cms,16.75,2,1,2,5.0,Fancy Dress > Costumes > Adults,"This lovely childs Cat and Hat costume is ideal for book week and includes: 1. Black and white jumpsuit with bow tie. 2. Red and white striped hat. Size Medium, Max childs height 124cms (50inches) from top of head to floor. Chest approx 64cms (25 inches) Waist approx 59cms (23inches). Please see our other store listings for other sizes.",338,Fancy Dress 
Alien Martian Halloween Boys Childs Fancy Dress Costume - M 134cms,15.45,2,2,2,4.5,Fancy Dress > Costumes > Adults,"This superb boys Halloween Alien costume comprises the following: 1. Lime green and black robe with flared sleeves. 2. Matching collar. 3. Hooded mask with large eyeholes. 4. Pair of gloves. 5. Necklace. *Please note: Shoes not included. Size - Medium (Childs Height 122-134cms/48-53"") Please see our other store listings for more sizes.",337,Fancy Dress 
"Yummy Bee Black Skirt Burlesque Tutu Fancy Dress Women Costume Plus Size 6 - 24 (Purple, Women: 6-8)",14.99,2,4,2,4.8,Fancy Dress > Costumes > Adults,"Size Name:Women: 6-8  |  Colour Name:purple Yummy Bee - Ultra Sexy Multi Layered Skirts Deluxe Skirts Feature: - Triple Layered Black Organza Skirts with Deep Satin Ribbon Trims to Each Layer - Soft Comfortable Elasticated Waistband - Skirt Measures approx 18"" from Waist - Available in Choice of Satin Ribbon Colours: Black with Enticing Racy Red, Sultry Purple, Vibrant Blue or Classic Black Ribbon Trims - Available in Size 6 - 24 - See Yummy Bee Size Image Above - Our Images Feature Our Own Model so You Can See EXACTLY What You Are Buying - 1st Class or Next Day Delivery Available with Same day Dispatch from UK Seller - 1st Class Service - 30 day No Quibble Returns Policy Perfect for Burlesque, Hen Parties, Dancewear, Clubwear, or Fancy Dress Outfits......",766,Fancy Dress 
Adult Mens 1920s Razzle Fancy Male Dress Accessory Gangster Instant Complete Kit,18.98,3,2,2,4.0,Fancy Dress > Costumes > Adults,"Gangster kit with braces, tie, hat, spats and moustache.",56,Fancy Dress 
Totoro Cosplay Cloak My Neighbor Totoro Cloak,7.11,5,33,2,4.6,Fancy Dress > Costumes > Adults,"Material:Quality Polor Fleece ,polyester , Soft and Comfortable for wear You can wear in the air conditioned rooms.",115,Fancy Dress 
Christmas Elf Felt Shoes - Adult Fancy Dress Accessory - One Size,2.18,5,1,2,5.0,Fancy Dress > Costumes > Adults,Simply pull on over your regular shoes or slippers ( not suitable for out door use),83,Fancy Dress 
Caveman Costume - Brown - Men's,5.85,4,13,2,4.2,Fancy Dress > Accessories > Sets & Kits,"Size Name:Men: 42/44  |  Colour Name:Brown Men's Brown Velour Caveman Costume with Tunic, Headband, Armband and Belt",116,Fancy Dress 
Farfouil VAMPIRE COSTUME Party ROYAL LADY Black,30.58,2,1,2,4.0,Fancy Dress > Costumes > Adults,royal Lady vampire Costume includes dress with col. One size fits all.,70,Fancy Dress 
Monks Fancy Dress Costume Jewelled Cross Necklace Pimp Gangster Vicar Priest,3.35,22,50,1,4.7,Fancy Dress > Costumes > Adults,Jewelled Cross Necklace Only,28,Fancy Dress 
Sexy Bumble Bee (S),17.99,4,1,1,5.0,Fancy Dress > Costumes > Adults,"Size Name:M H'band, Choker, Corset, Wings, Sleevelets, Skirt, Panties, Stockings",80,Fancy Dress 
Ladies Mariachi Woman Costume Large UK 14-16 for Mexican Mexico Fancy Dress,18.95,2,1,1,4.0,Fancy Dress > Costumes > Adults,Ladies Mariachi Woman Costume,29,Fancy Dress 
Child Knight Fancy Dress Costume age 4-6,11.95,9,20,1,4.0,Fancy Dress > Costumes > Adults,Childrens Knight Fancy Dress Costume age 4-6 years,50,Fancy Dress 
Halloween Vampire Girl Costume,10.97,5,1,1,4.0,Fancy Dress > Costumes > Adults,Size Name:6-8 years A blood sucking Vampire costume for girls. Costume includes jagged hem skirt in black with red and black drawstring style top and vampire choker. Add some vampire teeth and fake blood to complete the look.,225,Fancy Dress 
(M) Santa Skinz W/ Hat & Beard Adult Santa Body Skinz Costumes for Ladies Mens All in One Outfits,21.49,2,2,1,4.5,Fancy Dress > Costumes > Adults,Santa Skinz with Hat & Beard Fancy Dress Costume/Outfit. Ideal for Christmas themed events. Contains: One piece stretch costume with double zip. Size info (where applicable): (M),178,Fancy Dress 
Morphsuits Premium Ninja Adults Costume (X-Large),23.97,10,4,1,4.8,Fancy Dress > Costumes > Adults,"Size Name:X-Large Product Description Morphsuits are the costume phenomenon taking over the world! Morphsuits are all-in-one lycra suits that cover the whole of your body from head to toe. You can breathe through them, drink through them and see through them but no one can see you! Morphsuits come in 70 different colours and patterns, from black to blue, tuxto tie-dye there is a Morphsuit for every occasion: parties to prom, charity runs to Christmas, Halloween to happy birthdays, stag weekends to student nights, sports events to just going down to the shops to pick up the milk! Check us out on Facebook, 1 million people can't be wrong! Life is more fun in colour! Please ensure you order the correct size to suit you Large (L) if you are taller than 5' 4"" but shorter than 5' 10"". Extra Large (XL) if you are taller than 5' 10"" but shorter than 6' 3"". Box Contains 1 x Morphsuit",887,Fancy Dress 
